Rxn name	Formula	Gene-reaction association	LB	UB	Objective
GLYGLNtexNo1	glygln_e[e] + 9.8503e-07 prot_Q88PG7[c]  -> glygln_p[p] 	PP_0883	  0.00	999999.00	  0.00
arm_GLYGLUabcpp	atp_c[c] + glyglu_p[p] + h2o_c[c]  -> pmet_GLYGLUabcpp[c] 	(PP_0882 or PP_0884 or PP_0885) and PP_0881 and PP_0880 and PP_0879 and PP_0878	  0.00	999999.00	  0.00
GLYGLUabcppNo1	pmet_GLYGLUabcpp[c]  -> adp_c[c] + h_c[c] + glyglu_c[c] + pi_c[c] 	PP_0882	  0.00	999999.00	  0.00
GLYGLUabcppNo2	pmet_GLYGLUabcpp[c]  -> adp_c[c] + h_c[c] + glyglu_c[c] + pi_c[c] 	PP_0884	  0.00	999999.00	  0.00
GLYGLUabcppNo3	pmet_GLYGLUabcpp[c]  -> adp_c[c] + h_c[c] + glyglu_c[c] + pi_c[c] 	PP_0885 and PP_0881 and PP_0880 and PP_0879 and PP_0878	  0.00	999999.00	  0.00
GLYGLUtexNo1	glyglu_e[e] + 9.8503e-07 prot_Q88PG7[c]  -> glyglu_p[p] 	PP_0883	  0.00	999999.00	  0.00
arm_GLYGLYabcpp	atp_c[c] + glygly_p[p] + h2o_c[c]  -> pmet_GLYGLYabcpp[c] 	(PP_0882 or PP_0884 or PP_0885) and PP_0881 and PP_0880 and PP_0879 and PP_0878	  0.00	999999.00	  0.00
GLYGLYabcppNo1	pmet_GLYGLYabcpp[c]  -> adp_c[c] + h_c[c] + glygly_c[c] + pi_c[c] 	PP_0882	  0.00	999999.00	  0.00
GLYGLYabcppNo2	pmet_GLYGLYabcpp[c]  -> adp_c[c] + h_c[c] + glygly_c[c] + pi_c[c] 	PP_0884	  0.00	999999.00	  0.00
GLYGLYabcppNo3	pmet_GLYGLYabcpp[c]  -> adp_c[c] + h_c[c] + glygly_c[c] + pi_c[c] 	PP_0885 and PP_0881 and PP_0880 and PP_0879 and PP_0878	  0.00	999999.00	  0.00
GLYGLYtexNo1	glygly_e[e] + 9.8503e-07 prot_Q88PG7[c]  -> glygly_p[p] 	PP_0883	  0.00	999999.00	  0.00
GLYKNo1	atp_c[c] + glyc_c[c] + 5.6689e-08 prot_Q88NX8[c]  -> adp_c[c] + h_c[c] + glyc3p_c[c] 	PP_1075	  0.00	999999.00	  0.00
arm_GLYMETabcpp	atp_c[c] + glymet_p[p] + h2o_c[c]  -> pmet_GLYMETabcpp[c] 	(PP_0882 or PP_0884 or PP_0885) and PP_0881 and PP_0880 and PP_0879 and PP_0878	  0.00	999999.00	  0.00
GLYMETabcppNo1	pmet_GLYMETabcpp[c]  -> adp_c[c] + h_c[c] + glymet_c[c] + pi_c[c] 	PP_0882	  0.00	999999.00	  0.00
GLYMETabcppNo2	pmet_GLYMETabcpp[c]  -> adp_c[c] + h_c[c] + glymet_c[c] + pi_c[c] 	PP_0884	  0.00	999999.00	  0.00
GLYMETabcppNo3	pmet_GLYMETabcpp[c]  -> adp_c[c] + h_c[c] + glymet_c[c] + pi_c[c] 	PP_0885 and PP_0881 and PP_0880 and PP_0879 and PP_0878	  0.00	999999.00	  0.00
GLYMETtexNo1	glymet_e[e] + 9.8503e-07 prot_Q88PG7[c]  -> glymet_p[p] 	PP_0883	  0.00	999999.00	  0.00
GLYO1No1	gly_c[c] + h2o_c[c] + o2_c[c] + 6.7751e-05 prot_Q88Q83[c]  -> glx_c[c] + h2o2_c[c] + nh4_c[c] 	PP_0612	  0.00	999999.00	  0.00
GLYOXNo1	lgt__S_c[c] + h2o_c[c] + 7.0341e-07 prot_Q88FF3[c]  -> h_c[c] + lac__D_c[c] + gthrd_c[c] 	PP_4144	  0.00	999999.00	  0.00
arm_GLYPHEabcpp	atp_c[c] + glyphe_p[p] + h2o_c[c]  -> pmet_GLYPHEabcpp[c] 	(PP_0882 or PP_0884 or PP_0885) and PP_0881 and PP_0880 and PP_0879 and PP_0878	  0.00	999999.00	  0.00
GLYPHEabcppNo1	pmet_GLYPHEabcpp[c]  -> adp_c[c] + h_c[c] + glyphe_c[c] + pi_c[c] 	PP_0882	  0.00	999999.00	  0.00
GLYPHEabcppNo2	pmet_GLYPHEabcpp[c]  -> adp_c[c] + h_c[c] + glyphe_c[c] + pi_c[c] 	PP_0884	  0.00	999999.00	  0.00
GLYPHEabcppNo3	pmet_GLYPHEabcpp[c]  -> adp_c[c] + h_c[c] + glyphe_c[c] + pi_c[c] 	PP_0885 and PP_0881 and PP_0880 and PP_0879 and PP_0878	  0.00	999999.00	  0.00
GLYPHEtexNo1	glyphe_e[e] + 9.8503e-07 prot_Q88PG7[c]  -> glyphe_p[p] 	PP_0883	  0.00	999999.00	  0.00
arm_GLYSERabcpp	atp_c[c] + glyser_p[p] + h2o_c[c]  -> pmet_GLYSERabcpp[c] 	(PP_0882 or PP_0884 or PP_0885) and PP_0881 and PP_0880 and PP_0879 and PP_0878	  0.00	999999.00	  0.00
GLYSERabcppNo1	pmet_GLYSERabcpp[c]  -> adp_c[c] + h_c[c] + glyser_c[c] + pi_c[c] 	PP_0882	  0.00	999999.00	  0.00
GLYSERabcppNo2	pmet_GLYSERabcpp[c]  -> adp_c[c] + h_c[c] + glyser_c[c] + pi_c[c] 	PP_0884	  0.00	999999.00	  0.00
GLYSERabcppNo3	pmet_GLYSERabcpp[c]  -> adp_c[c] + h_c[c] + glyser_c[c] + pi_c[c] 	PP_0885 and PP_0881 and PP_0880 and PP_0879 and PP_0878	  0.00	999999.00	  0.00
GLYSERtexNo1	glyser_e[e] + 9.8503e-07 prot_Q88PG7[c]  -> glyser_p[p] 	PP_0883	  0.00	999999.00	  0.00
GLYTRSNo1	atp_c[c] + gly_c[c] + trnagly_c[c] + 1.747e-05 prot_Q88RR8[c] + 1.747e-05 prot_Q88RR9[c]  -> amp_c[c] + glytrna_c[c] + ppi_c[c] 	PP_0060 and PP_0061	  0.00	999999.00	  0.00
GLYabcppNo1	atp_c[c] + gly_p[p] + h2o_c[c]  -> adp_c[c] + gly_c[c] + h_c[c] + pi_c[c] 	PP_1297 and PP_1299 and PP_1300 and PP_1298	  0.00	999999.00	  0.00
GLYtexNo1	gly_e[e] + 9.8503e-07 prot_Q88PG7[c]  -> gly_p[p] 	PP_0883	  0.00	999999.00	  0.00
GMANDNo1	gdpmann_c[c] + 3.1494e-05 prot_Q88LX8[c]  -> gdpddman_c[c] + h2o_c[c] 	PP_1799	  0.00	999999.00	  0.00
GMHEPATNo1	atp_c[c] + h_c[c] + gmhep1p_c[c] + 4.7041e-06 prot_Q88D93[c]  -> adphep_DD_c[c] + ppi_c[c] 	PP_4934	  0.00	999999.00	  0.00
GMHEPKNo1	atp_c[c] + gmhep7p_c[c] + 4.7041e-06 prot_Q88D93[c]  -> adp_c[c] + h_c[c] + gmhep17bp_c[c] 	PP_4934	  0.00	999999.00	  0.00
GMHEPPANo1	gmhep17bp_c[c] + h2o_c[c] + 7.7809e-06 prot_Q88RS0[c]  -> gmhep1p_c[c] + pi_c[c] 	PP_0059	  0.00	999999.00	  0.00
GMPS2No1	atp_c[c] + gln__L_c[c] + h2o_c[c] + xmp_c[c] + 9.1075e-05 prot_Q88P21[c]  -> amp_c[c] + glu__L_c[c] + 2 h_c[c] + gmp_c[c] + ppi_c[c] 	PP_1032	  0.00	999999.00	  0.00
GNDNo1	6pgc_c[c] + nad_c[c] + 3.89473e-06 prot_Q88FP6[c]  -> co2_c[c] + nadh_c[c] + ru5p__D_c[c] 	PP_4043	  0.00	999999.00	  0.00
GNKNo1	atp_c[c] + glcn_c[c] + 6.66666e-07 prot_Q88HE4[c]  -> 6pgc_c[c] + adp_c[c] + h_c[c] 	PP_3416	  0.00	999999.00	  0.00
GNNUCNo1	gsn_c[c] + h2o_c[c] + 2.5602e-05 prot_Q88K32[c]  -> gua_c[c] + rib__D_c[c] 	PP_2460	  0.00	999999.00	  0.00
GPDDA2No1	g3pe_c[c] + h2o_c[c] + 8.4175e-05 prot_Q88KY7[c]  -> etha_c[c] + h_c[c] + glyc3p_c[c] 	PP_2152	  0.00	999999.00	  0.00
GPDDA4No1	g3pg_c[c] + h2o_c[c] + 8.4175e-05 prot_Q88KY7[c]  -> h_c[c] + glyc3p_c[c] + glyc_c[c] 	PP_2152	  0.00	999999.00	  0.00
GRTTNo1	ipdp_c[c] + grdp_c[c] + 0.00025253 prot_Q88QG6[c]  -> frdp_c[c] + ppi_c[c] 	PP_0528	  0.00	999999.00	  0.00
GTHOrNo1	h_c[c] + gthox_c[c] + nadph_c[c] + 7.4074e-06 prot_Q88GA5[c]  -> 2 gthrd_c[c] + nadp_c[c] 	PP_3819	  0.00	999999.00	  0.00
arm_GTHPi	2 gthrd_c[c] + h2o2_c[c]  -> pmet_GTHPi[c] 	PP_1874 or PP_1686 or PP_0777	  0.00	999999.00	  0.00
GTHPiNo1	pmet_GTHPi[c] + 4.1459e-07 prot_Q88LQ5[c]  -> gthox_c[c] + 2 h2o_c[c] 	PP_1874	  0.00	999999.00	  0.00
GTHPiNo2	pmet_GTHPi[c] + 4.1459e-07 prot_Q88M88[c]  -> gthox_c[c] + 2 h2o_c[c] 	PP_1686	  0.00	999999.00	  0.00
GTHPiNo3	pmet_GTHPi[c] + 4.1459e-07 prot_Q88PS1[c]  -> gthox_c[c] + 2 h2o_c[c] 	PP_0777	  0.00	999999.00	  0.00
arm_GTHRDHpp	gthrd_p[p] + h2o_p[p]  -> pmet_GTHRDHpp[p] 	PP_3535 or PP_4659	  0.00	999999.00	  0.00
GTHRDHppNo1	pmet_GTHRDHpp[p] + 2.5368e-06 prot_Q88H30[c]  -> cgly_p[p] + glu__L_p[p] 	PP_3535	  0.00	999999.00	  0.00
GTHRDHppNo2	pmet_GTHRDHpp[p] + 2.5368e-06 prot_Q88E09[c]  -> cgly_p[p] + glu__L_p[p] 	PP_4659	  0.00	999999.00	  0.00
GTHSNo1	atp_c[c] + glucys_c[c] + gly_c[c] + 6.0125e-05 prot_Q88D35[c]  -> adp_c[c] + h_c[c] + gthrd_c[c] + pi_c[c] 	PP_4993	  0.00	999999.00	  0.00
arm_GTPCI	gtp_c[c] + h2o_c[c]  -> pmet_GTPCI[c] 	PP_2512 or PP_1823 or PP_3324	  0.00	999999.00	  0.00
GTPCINo1	pmet_GTPCI[c] + 0.079365 prot_Q88JY1[c]  -> ahdt_c[c] + for_c[c] + h_c[c] 	PP_2512	  0.00	999999.00	  0.00
GTPCINo2	pmet_GTPCI[c] + 0.079365 prot_Q88LV4[c]  -> ahdt_c[c] + for_c[c] + h_c[c] 	PP_1823	  0.00	999999.00	  0.00
GTPCINo3	pmet_GTPCI[c] + 0.079365 prot_Q88HM9[c]  -> ahdt_c[c] + for_c[c] + h_c[c] 	PP_3324	  0.00	999999.00	  0.00
arm_GTPCII2	gtp_c[c] + 3 h2o_c[c]  -> pmet_GTPCII2[c] 	PP_0522 or PP_0516 or PP_3813	  0.00	999999.00	  0.00
GTPCII2No1	pmet_GTPCII2[c] + 6.43e-07 prot_Q88QH1[c]  -> 25drapp_c[c] + for_c[c] + 2 h_c[c] + ppi_c[c] 	PP_0522	  0.00	999999.00	  0.00
GTPCII2No2	pmet_GTPCII2[c] + 0.002333 prot_Q88QH7[c]  -> 25drapp_c[c] + for_c[c] + 2 h_c[c] + ppi_c[c] 	PP_0516	  0.00	999999.00	  0.00
GTPCII2No3	pmet_GTPCII2[c] + 0.002333 prot_Q88GB1[c]  -> 25drapp_c[c] + for_c[c] + 2 h_c[c] + ppi_c[c] 	PP_3813	  0.00	999999.00	  0.00
GTPDPDPNo1	gdptp_c[c] + h2o_c[c] + 6.065e-07 prot_Q88CG5[c]  -> h_c[c] + pi_c[c] + ppgpp_c[c] 	PP_5216	  0.00	999999.00	  0.00
GTPDPKNo1	atp_c[c] + gtp_c[c] + 2.1872e-06 prot_Q88MB8[c]  -> amp_c[c] + gdptp_c[c] + h_c[c] 	PP_1656	  0.00	999999.00	  0.00
GTR1_ktNo1	hhlipa_kt_c[c] + udpgal_c[c] + 5.5071e-07 prot_Q88QZ1[c]  -> galhhlipa_kt_c[c] + h_c[c] + udp_c[c] 	PP_0343	  0.00	999999.00	  0.00
arm_GUACYC	gtp_c[c]  -> pmet_GUACYC[c] 	PP_4405 or PP_0165 or PP_3581 or PP_1494 or PP_0129 or PP_4670	  0.00	999999.00	  0.00
GUACYCNo1	pmet_GUACYC[c] + 4.7041e-06 prot_Q88EP8[c]  -> 35cgmp_c[c] + ppi_c[c] 	PP_4405	  0.00	999999.00	  0.00
GUACYCNo2	pmet_GUACYC[c] + 4.7041e-06 prot_Q88RG5[c]  -> 35cgmp_c[c] + ppi_c[c] 	PP_0165	  0.00	999999.00	  0.00
GUACYCNo3	pmet_GUACYC[c] + 4.7041e-06 prot_Q88GY4[c]  -> 35cgmp_c[c] + ppi_c[c] 	PP_3581	  0.00	999999.00	  0.00
GUACYCNo4	pmet_GUACYC[c] + 4.7041e-06 prot_Q88MS4[c]  -> 35cgmp_c[c] + ppi_c[c] 	PP_1494	  0.00	999999.00	  0.00
GUACYCNo5	pmet_GUACYC[c] + 4.7041e-06 prot_Q88RK0[c]  -> 35cgmp_c[c] + ppi_c[c] 	PP_0129	  0.00	999999.00	  0.00
GUACYCNo6	pmet_GUACYC[c] + 4.7041e-06 prot_Q88DZ8[c]  -> 35cgmp_c[c] + ppi_c[c] 	PP_4670	  0.00	999999.00	  0.00
GUADNo1	h_c[c] + gua_c[c] + h2o_c[c] + 4.2801e-07 prot_Q88F18[c]  -> nh4_c[c] + xan_c[c] 	PP_4281	  0.00	999999.00	  0.00
GUAPRTNo1	gua_c[c] + prpp_c[c] + 1.3889e-05 prot_Q88PV1[c]  -> gmp_c[c] + ppi_c[c] 	PP_0747	  0.00	999999.00	  0.00
GUDBUTNAHNo1	4gudbutn_c[c] + h2o_c[c] + 2.895e-07 prot_Q88EE2[c]  -> 4abut_c[c] + urea_c[c] 	PP_4523	  0.00	999999.00	  0.00
H2CO3DNo1	co2_c[c] + h2o_c[c] + 3.3752e-10 prot_Q88RM9[c]  -> h2co3_c[c] 	PP_0100	  0.00	999999.00	  0.00
arm_HACD10i	3hhpcoa_c[c] + nad_c[c]  -> pmet_HACD10i[c] 	PP_2136 or PP_2214	  0.00	999999.00	  0.00
HACD10iNo1	6.105e-09 prot_Q88L02[c] + pmet_HACD10i[c]  -> 3ohpcoa_c[c] + h_c[c] + nadh_c[c] 	PP_2136	  0.00	999999.00	  0.00
HACD10iNo2	pmet_HACD10i[c] + 5.9081e-06 prot_Q88KS5[c]  -> 3ohpcoa_c[c] + h_c[c] + nadh_c[c] 	PP_2214	  0.00	999999.00	  0.00
arm_HACD11i	3hnonacoa_c[c] + nad_c[c]  -> pmet_HACD11i[c] 	PP_2136 or PP_2214	  0.00	999999.00	  0.00
HACD11iNo1	6.105e-09 prot_Q88L02[c] + pmet_HACD11i[c]  -> 3ononacoa_c[c] + h_c[c] + nadh_c[c] 	PP_2136	  0.00	999999.00	  0.00
HACD11iNo2	5.9081e-06 prot_Q88KS5[c] + pmet_HACD11i[c]  -> 3ononacoa_c[c] + h_c[c] + nadh_c[c] 	PP_2214	  0.00	999999.00	  0.00
HACD12iNo1	3hpdecacoa_c[c] + nad_c[c] + 6.105e-09 prot_Q88L02[c]  -> 3opdecacoa_c[c] + h_c[c] + nadh_c[c] 	PP_2136	  0.00	999999.00	  0.00
HACD13iNo1	3hpnonacoa_c[c] + nad_c[c] + 6.105e-09 prot_Q88L02[c]  -> 3opnonacoa_c[c] + h_c[c] + nadh_c[c] 	PP_2136	  0.00	999999.00	  0.00
HACD14iNo1	3hpoctacoa_c[c] + nad_c[c] + 6.105e-09 prot_Q88L02[c]  -> 3opoctacoa_c[c] + h_c[c] + nadh_c[c] 	PP_2136	  0.00	999999.00	  0.00
HACD15iNo1	3hphpcoa_c[c] + nad_c[c] + 6.105e-09 prot_Q88L02[c]  -> 3ophpcoa_c[c] + h_c[c] + nadh_c[c] 	PP_2136	  0.00	999999.00	  0.00
HACD16iNo1	3hphxacoa_c[c] + nad_c[c] + 6.105e-09 prot_Q88L02[c]  -> 3ophxacoa_c[c] + h_c[c] + nadh_c[c] 	PP_2136	  0.00	999999.00	  0.00
HACD17iNo1	3hpptcoa_c[c] + nad_c[c] + 6.105e-09 prot_Q88L02[c]  -> 3opptcoa_c[c] + h_c[c] + nadh_c[c] 	PP_2136	  0.00	999999.00	  0.00
HACD18iNo1	3hpbcoa_c[c] + nad_c[c] + 6.105e-09 prot_Q88L02[c]  -> 3opbcoa_c[c] + h_c[c] + nadh_c[c] 	PP_2136	  0.00	999999.00	  0.00
arm_HACD19i	3h6athcoa_c[c] + nad_c[c]  -> pmet_HACD19i[c] 	PP_2136 or PP_2214	  0.00	999999.00	  0.00
HACD19iNo1	6.105e-09 prot_Q88L02[c] + pmet_HACD19i[c]  -> 3o6athcoa_c[c] + h_c[c] + nadh_c[c] 	PP_2136	  0.00	999999.00	  0.00
HACD19iNo2	5.9081e-06 prot_Q88KS5[c] + pmet_HACD19i[c]  -> 3o6athcoa_c[c] + h_c[c] + nadh_c[c] 	PP_2214	  0.00	999999.00	  0.00
arm_HACD1i	3hbcoa_c[c] + nad_c[c]  -> pmet_HACD1i[c] 	PP_2136 or PP_2214 or PP_3755	  0.00	999999.00	  0.00
HACD1iNo1	1.8519e-05 prot_Q88L02[c] + pmet_HACD1i[c]  -> aacoa_c[c] + h_c[c] + nadh_c[c] 	PP_2136	  0.00	999999.00	  0.00
HACD1iNo2	1.8519e-05 prot_Q88KS5[c] + pmet_HACD1i[c]  -> aacoa_c[c] + h_c[c] + nadh_c[c] 	PP_2214	  0.00	999999.00	  0.00
HACD1iNo3	pmet_HACD1i[c] + 1.7024e-07 prot_Q88GG9[c]  -> aacoa_c[c] + h_c[c] + nadh_c[c] 	PP_3755	  0.00	999999.00	  0.00
arm_HACD20i	3hvacccoa_c[c] + nad_c[c]  -> pmet_HACD20i[c] 	PP_2214 or PP_2136	  0.00	999999.00	  0.00
HACD20iNo1	5.9081e-06 prot_Q88KS5[c] + pmet_HACD20i[c]  -> 3ovacccoa_c[c] + h_c[c] + nadh_c[c] 	PP_2214	  0.00	999999.00	  0.00
HACD20iNo2	6.105e-09 prot_Q88L02[c] + pmet_HACD20i[c]  -> 3ovacccoa_c[c] + h_c[c] + nadh_c[c] 	PP_2136	  0.00	999999.00	  0.00
arm_HACD21i	3hhdccoa_c[c] + nad_c[c]  -> pmet_HACD21i[c] 	PP_2214 or PP_2136	  0.00	999999.00	  0.00
HACD21iNo1	5.9081e-06 prot_Q88KS5[c] + pmet_HACD21i[c]  -> 3ohdccoa_c[c] + h_c[c] + nadh_c[c] 	PP_2214	  0.00	999999.00	  0.00
HACD21iNo2	6.105e-09 prot_Q88L02[c] + pmet_HACD21i[c]  -> 3ohdccoa_c[c] + h_c[c] + nadh_c[c] 	PP_2136	  0.00	999999.00	  0.00
arm_HACD22i	3htdccoa_c[c] + nad_c[c]  -> pmet_HACD22i[c] 	PP_2214 or PP_2136	  0.00	999999.00	  0.00
HACD22iNo1	5.9081e-06 prot_Q88KS5[c] + pmet_HACD22i[c]  -> 3otdccoa_c[c] + h_c[c] + nadh_c[c] 	PP_2214	  0.00	999999.00	  0.00
HACD22iNo2	6.105e-09 prot_Q88L02[c] + pmet_HACD22i[c]  -> 3otdccoa_c[c] + h_c[c] + nadh_c[c] 	PP_2136	  0.00	999999.00	  0.00
arm_HACD23i	3hddccoa_c[c] + nad_c[c]  -> pmet_HACD23i[c] 	PP_2214 or PP_2136	  0.00	999999.00	  0.00
HACD23iNo1	5.9081e-06 prot_Q88KS5[c] + pmet_HACD23i[c]  -> 3oddccoa_c[c] + h_c[c] + nadh_c[c] 	PP_2214	  0.00	999999.00	  0.00
HACD23iNo2	6.105e-09 prot_Q88L02[c] + pmet_HACD23i[c]  -> 3oddccoa_c[c] + h_c[c] + nadh_c[c] 	PP_2136	  0.00	999999.00	  0.00
arm_HACD24i	3hodecoa_c[c] + nad_c[c]  -> pmet_HACD24i[c] 	PP_2214 or PP_2136	  0.00	999999.00	  0.00
HACD24iNo1	5.9081e-06 prot_Q88KS5[c] + pmet_HACD24i[c]  -> 3oodecoa_c[c] + h_c[c] + nadh_c[c] 	PP_2214	  0.00	999999.00	  0.00
HACD24iNo2	6.105e-09 prot_Q88L02[c] + pmet_HACD24i[c]  -> 3oodecoa_c[c] + h_c[c] + nadh_c[c] 	PP_2136	  0.00	999999.00	  0.00
arm_HACD25i	3hhdd7coa_c[c] + nad_c[c]  -> pmet_HACD25i[c] 	PP_2214 or PP_2136	  0.00	999999.00	  0.00
HACD25iNo1	5.9081e-06 prot_Q88KS5[c] + pmet_HACD25i[c]  -> 3ohdd7coa_c[c] + h_c[c] + nadh_c[c] 	PP_2214	  0.00	999999.00	  0.00
HACD25iNo2	6.105e-09 prot_Q88L02[c] + pmet_HACD25i[c]  -> 3ohdd7coa_c[c] + h_c[c] + nadh_c[c] 	PP_2136	  0.00	999999.00	  0.00
arm_HACD26i	3hdd5coa_c[c] + nad_c[c]  -> pmet_HACD26i[c] 	PP_2214 or PP_2136	  0.00	999999.00	  0.00
HACD26iNo1	5.9081e-06 prot_Q88KS5[c] + pmet_HACD26i[c]  -> 3odd5coa_c[c] + h_c[c] + nadh_c[c] 	PP_2214	  0.00	999999.00	  0.00
HACD26iNo2	6.105e-09 prot_Q88L02[c] + pmet_HACD26i[c]  -> 3odd5coa_c[c] + h_c[c] + nadh_c[c] 	PP_2136	  0.00	999999.00	  0.00
arm_HACD27i	3hptslacoa_c[c] + nad_c[c]  -> pmet_HACD27i[c] 	PP_2214 or PP_2136	  0.00	999999.00	  0.00
HACD27iNo1	5.9081e-06 prot_Q88KS5[c] + pmet_HACD27i[c]  -> 3optslacoa_c[c] + h_c[c] + nadh_c[c] 	PP_2214	  0.00	999999.00	  0.00
HACD27iNo2	6.105e-09 prot_Q88L02[c] + pmet_HACD27i[c]  -> 3optslacoa_c[c] + h_c[c] + nadh_c[c] 	PP_2136	  0.00	999999.00	  0.00
arm_HACD28i	3hhdd4coa_c[c] + nad_c[c]  -> pmet_HACD28i[c] 	PP_2214 or PP_2136	  0.00	999999.00	  0.00
HACD28iNo1	5.9081e-06 prot_Q88KS5[c] + pmet_HACD28i[c]  -> 3ohdd4coa_c[c] + h_c[c] + nadh_c[c] 	PP_2214	  0.00	999999.00	  0.00
HACD28iNo2	6.105e-09 prot_Q88L02[c] + pmet_HACD28i[c]  -> 3ohdd4coa_c[c] + h_c[c] + nadh_c[c] 	PP_2136	  0.00	999999.00	  0.00
arm_HACD29i	3hlnlccoa_c[c] + nad_c[c]  -> pmet_HACD29i[c] 	PP_2214 or PP_2136	  0.00	999999.00	  0.00
HACD29iNo1	5.9081e-06 prot_Q88KS5[c] + pmet_HACD29i[c]  -> 3olnlccoa_c[c] + h_c[c] + nadh_c[c] 	PP_2214	  0.00	999999.00	  0.00
HACD29iNo2	6.105e-09 prot_Q88L02[c] + pmet_HACD29i[c]  -> 3olnlccoa_c[c] + h_c[c] + nadh_c[c] 	PP_2136	  0.00	999999.00	  0.00
arm_HACD2i	3hhcoa_c[c] + nad_c[c]  -> pmet_HACD2i[c] 	PP_2136 or PP_2214	  0.00	999999.00	  0.00
HACD2iNo1	6.105e-09 prot_Q88L02[c] + pmet_HACD2i[c]  -> 3ohcoa_c[c] + h_c[c] + nadh_c[c] 	PP_2136	  0.00	999999.00	  0.00
HACD2iNo2	5.9081e-06 prot_Q88KS5[c] + pmet_HACD2i[c]  -> 3ohcoa_c[c] + h_c[c] + nadh_c[c] 	PP_2214	  0.00	999999.00	  0.00
arm_HACD30i	3hhd710coa_c[c] + nad_c[c]  -> pmet_HACD30i[c] 	PP_2214 or PP_2136	  0.00	999999.00	  0.00
HACD30iNo1	5.9081e-06 prot_Q88KS5[c] + pmet_HACD30i[c]  -> 3ohd710coa_c[c] + h_c[c] + nadh_c[c] 	PP_2214	  0.00	999999.00	  0.00
HACD30iNo2	6.105e-09 prot_Q88L02[c] + pmet_HACD30i[c]  -> 3ohd710coa_c[c] + h_c[c] + nadh_c[c] 	PP_2136	  0.00	999999.00	  0.00
arm_HACD31i	3hhd58coa_c[c] + nad_c[c]  -> pmet_HACD31i[c] 	PP_2214 or PP_2136	  0.00	999999.00	  0.00
HACD31iNo1	5.9081e-06 prot_Q88KS5[c] + pmet_HACD31i[c]  -> 3ohd58coa_c[c] + h_c[c] + nadh_c[c] 	PP_2214	  0.00	999999.00	  0.00
HACD31iNo2	6.105e-09 prot_Q88L02[c] + pmet_HACD31i[c]  -> 3ohd58coa_c[c] + h_c[c] + nadh_c[c] 	PP_2136	  0.00	999999.00	  0.00
arm_HACD32i	3hdd6coa_c[c] + nad_c[c]  -> pmet_HACD32i[c] 	PP_2214 or PP_2136	  0.00	999999.00	  0.00
HACD32iNo1	5.9081e-06 prot_Q88KS5[c] + pmet_HACD32i[c]  -> 3odd6coa_c[c] + h_c[c] + nadh_c[c] 	PP_2214	  0.00	999999.00	  0.00
HACD32iNo2	6.105e-09 prot_Q88L02[c] + pmet_HACD32i[c]  -> 3odd6coa_c[c] + h_c[c] + nadh_c[c] 	PP_2136	  0.00	999999.00	  0.00
arm_HACD33i	3hdec4coa_c[c] + nad_c[c]  -> pmet_HACD33i[c] 	PP_2214 or PP_2136	  0.00	999999.00	  0.00
HACD33iNo1	5.9081e-06 prot_Q88KS5[c] + pmet_HACD33i[c]  -> 3odec4coa_c[c] + h_c[c] + nadh_c[c] 	PP_2214	  0.00	999999.00	  0.00
HACD33iNo2	6.105e-09 prot_Q88L02[c] + pmet_HACD33i[c]  -> 3odec4coa_c[c] + h_c[c] + nadh_c[c] 	PP_2136	  0.00	999999.00	  0.00
arm_HACD3i	3hocoa_c[c] + nad_c[c]  -> pmet_HACD3i[c] 	PP_2136 or PP_2214	  0.00	999999.00	  0.00
HACD3iNo1	6.105e-09 prot_Q88L02[c] + pmet_HACD3i[c]  -> 3oocoa_c[c] + h_c[c] + nadh_c[c] 	PP_2136	  0.00	999999.00	  0.00
HACD3iNo2	5.9081e-06 prot_Q88KS5[c] + pmet_HACD3i[c]  -> 3oocoa_c[c] + h_c[c] + nadh_c[c] 	PP_2214	  0.00	999999.00	  0.00
arm_HACD4i	3hdcoa_c[c] + nad_c[c]  -> pmet_HACD4i[c] 	PP_2136 or PP_2214	  0.00	999999.00	  0.00
HACD4iNo1	6.105e-09 prot_Q88L02[c] + pmet_HACD4i[c]  -> 3odcoa_c[c] + h_c[c] + nadh_c[c] 	PP_2136	  0.00	999999.00	  0.00
HACD4iNo2	5.9081e-06 prot_Q88KS5[c] + pmet_HACD4i[c]  -> 3odcoa_c[c] + h_c[c] + nadh_c[c] 	PP_2214	  0.00	999999.00	  0.00
arm_HACD5i	3hddcoa_c[c] + nad_c[c]  -> pmet_HACD5i[c] 	PP_2136 or PP_2214	  0.00	999999.00	  0.00
HACD5iNo1	6.105e-09 prot_Q88L02[c] + pmet_HACD5i[c]  -> 3oddcoa_c[c] + h_c[c] + nadh_c[c] 	PP_2136	  0.00	999999.00	  0.00
HACD5iNo2	5.9081e-06 prot_Q88KS5[c] + pmet_HACD5i[c]  -> 3oddcoa_c[c] + h_c[c] + nadh_c[c] 	PP_2214	  0.00	999999.00	  0.00
arm_HACD6i	3htdcoa_c[c] + nad_c[c]  -> pmet_HACD6i[c] 	PP_2136 or PP_2214	  0.00	999999.00	  0.00
HACD6iNo1	6.105e-09 prot_Q88L02[c] + pmet_HACD6i[c]  -> 3otdcoa_c[c] + h_c[c] + nadh_c[c] 	PP_2136	  0.00	999999.00	  0.00
