prot_IDs	usage
prot_Q88HY4_exchange	0
prot_Q88I13_exchange	0
prot_Q88I35_exchange	0
prot_Q88I79_exchange	0
prot_Q88IA0_exchange	0
prot_Q88IB9_exchange	0.939418301409262
prot_Q88IR6_exchange	0
prot_Q88IS0_exchange	0
prot_Q88IS4_exchange	0
prot_Q88IT6_exchange	0.00964436636493276
prot_Q88IU4_exchange	0
prot_Q88IU5_exchange	0
prot_Q88J00_exchange	0
prot_Q88JF1_exchange	1
prot_Q88JG9_exchange	0
prot_Q88JH0_exchange	0
prot_Q88JH5_exchange	0
prot_Q88JJ3_exchange	0
prot_Q88JU5_exchange	0
prot_Q88JV2_exchange	0
prot_Q88JW9_exchange	0.0535924090844648
prot_Q88K01_exchange	0
prot_Q88K05_exchange	0
prot_Q88K07_exchange	0
prot_Q88K17_exchange	0
prot_Q88K22_exchange	0
prot_Q88K23_exchange	0
prot_Q88K27_exchange	0
prot_Q88K32_exchange	0
prot_Q88K33_exchange	0
prot_Q88K34_exchange	0
prot_Q88K38_exchange	0
prot_Q88K39_exchange	0
prot_Q88K52_exchange	0
prot_Q88K59_exchange	0
prot_Q88K65_exchange	0
prot_Q88K73_exchange	0
prot_Q88KB4_exchange	0
prot_Q88KB5_exchange	1
prot_Q88KB9_exchange	0.051583119762014
prot_Q88KE9_exchange	0
prot_Q88KF1_exchange	0.258955492200826
prot_Q88KF2_exchange	0
prot_Q88KF4_exchange	0
prot_Q88KF5_exchange	0
prot_Q88KF6_exchange	0
prot_Q88KG1_exchange	0.527854240417868
prot_Q88KG2_exchange	0.999900000377923
prot_Q88KG6_exchange	0
prot_Q88KH2_exchange	0
prot_Q88KM5_exchange	0.461348547059154
prot_Q88KS2_exchange	0
prot_Q88KS3_exchange	0
prot_Q88KS4_exchange	0
prot_Q88KS5_exchange	0
prot_Q88KV9_exchange	0
prot_Q88KX1_exchange	0.697030925336073
prot_Q88KX9_exchange	0
prot_Q88KY7_exchange	0
prot_Q88KY8_exchange	0
prot_Q88KZ0_exchange	0
prot_Q88KZ4_exchange	0
prot_Q88L01_exchange	0
prot_Q88L02_exchange	0
prot_Q88L07_exchange	0
prot_Q88L14_exchange	0.238073886461252
prot_Q88L15_exchange	1
prot_Q88L20_exchange	0.111635885472471
prot_Q88L24_exchange	0
prot_Q88L33_exchange	0
prot_Q88L37_exchange	0.00271684600054526
prot_Q88L40_exchange	0.333639748700424
prot_Q88L53_exchange	0
prot_Q88L55_exchange	1
prot_Q88L58_exchange	0
prot_Q88LB8_exchange	0
prot_Q88LC3_exchange	0.00103793967904581
prot_Q88LC7_exchange	0
prot_Q88LD4_exchange	0
prot_Q88LD5_exchange	0.168369484015216
prot_Q88LD8_exchange	0.999899999999711
prot_Q88LD9_exchange	0.9999
prot_Q88LE4_exchange	0.0903519700068391
prot_Q88LE5_exchange	0.361774285242962
prot_Q88LE7_exchange	0.000146523673809017
prot_Q88LE8_exchange	0.000216721746288761
prot_Q88LF6_exchange	0.198653440486196
prot_Q88LG1_exchange	1
prot_Q88LK3_exchange	0
prot_Q88LL4_exchange	0
prot_Q88LL5_exchange	0.00690753207599741
prot_Q88LL6_exchange	0.107917107340015
prot_Q88LL7_exchange	0.0521967437124504
prot_Q88LL8_exchange	0.0779965279668308
prot_Q88LM5_exchange	0.865596426523014
prot_Q88LM7_exchange	0.121007531209154
prot_Q88LQ2_exchange	0
prot_Q88LQ5_exchange	0
prot_Q88LQ7_exchange	0
prot_Q88LR3_exchange	0
prot_Q88LT5_exchange	0
prot_Q88LU7_exchange	0.19059676915865
prot_Q88LV4_exchange	1
prot_Q88LW2_exchange	0.452955489467112
prot_Q88LW9_exchange	1
prot_Q88LX0_exchange	0.00884893419827121
prot_Q88LX1_exchange	0
prot_Q88LX7_exchange	0
prot_Q88LX8_exchange	0
prot_Q88LZ1_exchange	0
prot_Q88LZ2_exchange	0
prot_Q88LZ3_exchange	0
prot_Q88LZ4_exchange	0
prot_Q88LZ9_exchange	0
prot_Q88M00_exchange	0
prot_Q88M04_exchange	0.0362324700702518
prot_Q88M05_exchange	0.740540308638923
prot_Q88M06_exchange	0
prot_Q88M07_exchange	1
prot_Q88M10_exchange	0.999899999998875
prot_Q88M11_exchange	0
prot_Q88M20_exchange	0
prot_Q88M95_exchange	0.00159801170887235
prot_Q88M97_exchange	0.0652713128413453
prot_Q88M98_exchange	0.000442425240184337
prot_Q88MA1_exchange	0.126277569533973
prot_Q88MA2_exchange	0.286923254826605
prot_Q88MA9_exchange	0.99989999997616
prot_Q88MB0_exchange	1
prot_Q88MB7_exchange	0
prot_Q88MB8_exchange	0
prot_Q88MC0_exchange	0
prot_Q88MC4_exchange	0
prot_Q88MC8_exchange	0
prot_Q88MD5_exchange	0.0400824210313121
prot_Q88ME5_exchange	0
prot_Q88MF1_exchange	0.00456327808686919
prot_Q88MF3_exchange	0.122003594321252
prot_Q88MF4_exchange	0.675791415297731
